word,result
ka.'fu,
ka.fe,
ka.'fe,1
ka.fo,
ka.'fo,
ka.sa,1
ka.'sa,
ka.si,1
ka.'si,
ka.su,
ka.'su,
ka.se,1
ka.'se,1
ka.so,1
ka.'so,1
ka.xa,1
ka.'xa,
ka.xi,
ka.'xi,
ka.xu,
ka.'xu,
ka.xe,
ka.'xe,
ka.xo,
ka.'xo,
ka.ma,1
ka.'ma,
ka.mi,
ka.'mi,
ka.mu,
ka.'mu,
ka.me,
ka.'me,
ka.mo,
ka.'mo,
ka.na,1
ka.'na,
ka.ni,
ka.'ni,
ka.nu,
ka.'nu,
ka.ne,
ka.'ne,
ka.no,1
ka.'no,
ka.ɲa,1
ka.'ɲa,
ka.ɲi,
ka.'ɲi,
ka.ɲu,
ka.'ɲu,
ka.ɲe,
ka.'ɲe,
ka.ɲo,
ka.'ɲo,
ka.ra,
ka.'ra,
ka.ri,
ka.'ri,
ka.ru,
ka.'ru,
ka.re,
ka.'re,
ka.ro,1
ka.'ro,
ka.ʧa,1
ka.'ʧa,
ka.ʧi,
ka.'ʧi,
ka.ʧu,
ka.'ʧu,
ka.ʧe,1
ka.'ʧe,
ka.ʧo,
ka.'ʧo,
ka.ʝa,1
ka.'ʝa,
ka.ʝi,
ka.'ʝi,
ka.ʝu,
ka.'ʝu,
ka.ʝe,
ka.'ʝe,
ka.ʝo,
ka.'ʝo,
ka.wa,
ka.'wa,
ka.wi,
ka.'wi,
ka.wu,
ka.'wu,
ka.we,
ka.'we,
ka.wo,
ka.'wo,
ka.la,1
ka.'la,
ka.li,
ka.'li,
ka.lu,
ka.'lu,
ka.le,1
ka.'le,1
ka.lo,1
ka.'lo,
ka.ɾa,1
ka.'ɾa,
ka.ɾi,
ka.'ɾi,
ka.ɾu,
ka.'ɾu,
ka.ɾe,
ka.'ɾe,
ka.ɾo,1
ka.'ɾo,
ki.pa,
ki.'pa,
ki.pi,
ki.'pi,
ki.pu,
ki.'pu,
ki.pe,
ki.'pe,
ki.po,
ki.'po,
ki.ta,1
ki.'ta,
ki.ti,
ki.'ti,
ki.tu,
ki.'tu,
ki.te,1
ki.'te,1
ki.to,1
ki.'to,1
ki.ka,
ki.'ka,
ki.ki,
ki.'ki,
ki.ku,
ki.'ku,
ki.ke,
ki.'ke,
ki.ko,
ki.'ko,
ki.ba,
ki.'ba,
ki.bi,1
ki.'bi,
ki.bu,
ki.'bu,
ki.be,
ki.'be,
ki.bo,
ki.'bo,
ki.da,
ki.'da,
ki.di,
ki.'di,
ki.du,
ki.'du,
ki.de,
ki.'de,
ki.do,
ki.'do,
ki.ga,
ki.'ga,
ki.gi,
ki.'gi,
ki.gu,
ki.'gu,
ki.ge,
ki.'ge,
ki.go,
ki.'go,
ki.fa,
ki.'fa,
ki.fi,
ki.'fi,
ki.fu,
ki.'fu,
ki.fe,
ki.'fe,
ki.fo,
ki.'fo,
ki.sa,1
ki.'sa,1
ki.si,
ki.'si,
ki.su,
ki.'su,
ki.se,1
ki.'se,
ki.so,1
ki.'so,1
ki.xa,
ki.'xa,
ki.xi,
ki.'xi,
ki.xu,
ki.'xu,
ki.xe,
ki.'xe,
ki.xo,
ki.'xo,
ki.ma,
ki.'ma,
ki.mi,
ki.'mi,
ki.mu,
ki.'mu,
ki.me,
ki.'me,
ki.mo,
ki.'mo,
ki.na,
ki.'na,
ki.ni,
ki.'ni,
ki.nu,
ki.'nu,
ki.ne,
ki.'ne,
ki.no,
ki.'no,
ki.ɲa,
ki.'ɲa,
ki.ɲi,
ki.'ɲi,
ki.ɲu,
ki.'ɲu,
ki.ɲe,
ki.'ɲe,
ki.ɲo,
ki.'ɲo,
ki.ra,
ki.'ra,
ki.ri,
ki.'ri,
ki.ru,
ki.'ru,
ki.re,
ki.'re,
ki.ro,
ki.'ro,
ki.ʧa,
ki.'ʧa,
ki.ʧi,
ki.'ʧi,
ki.ʧu,
ki.'ʧu,
ki.ʧe,
ki.'ʧe,
ki.ʧo,
ki.'ʧo,
ki.ʝa,
ki.'ʝa,
ki.ʝi,
ki.'ʝi,
ki.ʝu,
ki.'ʝu,
ki.ʝe,
ki.'ʝe,
ki.ʝo,
ki.'ʝo,
ki.wa,
ki.'wa,
ki.wi,1
ki.'wi,
ki.wu,
ki.'wu,
ki.we,
ki.'we,
ki.wo,
ki.'wo,
ki.la,
ki.'la,
ki.li,
ki.'li,
ki.lu,
ki.'lu,
ki.le,
ki.'le,
ki.lo,1
ki.'lo,
ki.ɾa,
ki.'ɾa,
ki.ɾi,
ki.'ɾi,
ki.ɾu,
ki.'ɾu,
ki.ɾe,
ki.'ɾe,
ki.ɾo,
ki.'ɾo,
ku.pa,
ku.'pa,
ku.pi,
ku.'pi,
ku.pu,
ku.'pu,
ku.pe,
ku.'pe,1
ku.po,1
ku.'po,
ku.ta,
ku.'ta,
ku.ti,
ku.'ti,
ku.tu,
ku.'tu,
ku.te,
ku.'te,
ku.to,
ku.'to,
ku.ka,
ku.'ka,
ku.ki,
ku.'ki,
ku.ku,
ku.'ku,
ku.ke,
ku.'ke,
ku.ko,1
ku.'ko,
ku.ba,
ku.'ba,
ku.bi,
ku.'bi,
ku.bu,
ku.'bu,
ku.be,
ku.'be,
ku.bo,1
ku.'bo,
ku.da,
ku.'da,
ku.di,
ku.'di,
ku.du,
ku.'du,
ku.de,
ku.'de,
ku.do,
ku.'do,
ku.ga,
ku.'ga,
ku.gi,
ku.'gi,
ku.gu,
ku.'gu,
ku.ge,
ku.'ge,
ku.go,
ku.'go,
ku.fa,
ku.'fa,
ku.fi,
ku.'fi,
ku.fu,
ku.'fu,
ku.fe,
ku.'fe,
ku.fo,
ku.'fo,
ku.sa,
ku.'sa,
ku.si,
ku.'si,
ku.su,
ku.'su,
ku.se,
ku.'se,
ku.so,
ku.'so,
ku.xa,
ku.'xa,
ku.xi,
ku.'xi,
ku.xu,
ku.'xu,
ku.xe,
ku.'xe,
ku.xo,
ku.'xo,
ku.ma,
ku.'ma,
ku.mi,
ku.'mi,
ku.mu,
ku.'mu,
ku.me,
ku.'me,
ku.mo,
ku.'mo,
ku.na,1
ku.'na,
ku.ni,
ku.'ni,
ku.nu,
ku.'nu,
ku.ne,
ku.'ne,
ku.no,
ku.'no,
ku.ɲa,1
ku.'ɲa,
ku.ɲi,
ku.'ɲi,
ku.ɲu,
ku.'ɲu,
ku.ɲe,
ku.'ɲe,
ku.ɲo,
ku.'ɲo,
ku.ra,1
ku.'ra,
ku.ri,
ku.'ri,
ku.ru,
ku.'ru,
ku.re,1
ku.'re,1
ku.ro,1
ku.'ro,1
ku.ʧa,
ku.'ʧa,
ku.ʧi,
ku.'ʧi,
ku.ʧu,
ku.'ʧu,
ku.ʧe,
ku.'ʧe,
ku.ʧo,
ku.'ʧo,
ku.ʝa,
ku.'ʝa,
ku.ʝi,
ku.'ʝi,
ku.ʝu,
ku.'ʝu,
ku.ʝe,
ku.'ʝe,
ku.ʝo,1
ku.'ʝo,
ku.wa,
ku.'wa,
ku.wi,
ku.'wi,
ku.wu,
ku.'wu,
ku.we,
ku.'we,
ku.wo,
ku.'wo,
ku.la,
ku.'la,
ku.li,
ku.'li,
ku.lu,
ku.'lu,
ku.le,
ku.'le,
ku.lo,1
ku.'lo,
ku.ɾa,1
ku.'ɾa,
ku.ɾi,
ku.'ɾi,
ku.ɾu,
ku.'ɾu,
ku.ɾe,1
ku.'ɾe,1
ku.ɾo,1
ku.'ɾo,1
ke.pa,1
ke.'pa,
ke.pi,
ke.'pi,
ke.pu,
ke.'pu,
ke.pe,
ke.'pe,
ke.po,1
ke.'po,
ke.ta,
ke.'ta,
ke.ti,
ke.'ti,
ke.tu,
ke.'tu,
ke.te,
ke.'te,
ke.to,1
ke.'to,
ke.ka,
ke.'ka,
ke.ki,
ke.'ki,
ke.ku,
ke.'ku,
ke.ke,
ke.'ke,
ke.ko,
ke.'ko,
ke.ba,
ke.'ba,
ke.bi,
ke.'bi,
ke.bu,
ke.'bu,
ke.be,
ke.'be,
ke.bo,
ke.'bo,
ke.da,1
ke.'da,
ke.di,
ke.'di,
ke.du,
ke.'du,
ke.de,1
ke.'de,1
ke.do,1
ke.'do,1
ke.ga,
ke.'ga,
ke.gi,
ke.'gi,
ke.gu,
ke.'gu,
ke.ge,
ke.'ge,
ke.go,
ke.'go,
ke.fa,
ke.'fa,
ke.fi,
ke.'fi,
ke.fu,
ke.'fu,
ke.fe,
ke.'fe,
ke.fo,
ke.'fo,
ke.sa,
ke.'sa,
ke.si,
ke.'si,
ke.su,
ke.'su,
ke.se,
ke.'se,
ke.so,1
ke.'so,
ke.xa,1
ke.'xa,
ke.xi,
ke.'xi,
ke.xu,
ke.'xu,
ke.xe,1
ke.'xe,1
ke.xo,1
ke.'xo,1
ke.ma,1
ke.'ma,
ke.mi,
ke.'mi,
ke.mu,
ke.'mu,
ke.me,1
ke.'me,1
ke.mo,1
ke.'mo,1
ke.na,
ke.'na,
ke.ni,
ke.'ni,
ke.nu,
ke.'nu,
ke.ne,
ke.'ne,
ke.no,
ke.'no,
ke.ɲa,1
ke.'ɲa,
ke.ɲi,
ke.'ɲi,
ke.ɲu,
ke.'ɲu,
ke.ɲe,
ke.'ɲe,
ke.ɲo,
ke.'ɲo,
ke.ra,
ke.'ra,
ke.ri,
ke.'ri,
ke.ru,
ke.'ru,
ke.re,
ke.'re,
ke.ro,
ke.'ro,
ke.ʧa,
ke.'ʧa,
ke.ʧi,
ke.'ʧi,
ke.ʧu,
ke.'ʧu,
ke.ʧe,
ke.'ʧe,
ke.ʧo,
ke.'ʧo,
ke.ʝa,1
ke.'ʝa,
ke.ʝi,
ke.'ʝi,
ke.ʝu,
ke.'ʝu,
ke.ʝe,1
ke.'ʝe,1
ke.ʝo,1
ke.'ʝo,1
ke.wa,
ke.'wa,
ke.wi,
ke.'wi,
ke.wu,
ke.'wu,
ke.we,
ke.'we,
ke.wo,
ke.'wo,
ke.la,
ke.'la,
ke.li,
ke.'li,
ke.lu,
ke.'lu,
ke.le,
ke.'le,
ke.lo,
ke.'lo,
ke.ɾa,
ke.'ɾa,
ke.ɾi,
ke.'ɾi,
ke.ɾu,
ke.'ɾu,
ke.ɾe,
ke.'ɾe,
ke.ɾo,
ke.'ɾo,
ko.pa,1
ko.'pa,
ko.pi,
ko.'pi,
ko.pu,
ko.'pu,
ko.pe,
ko.'pe,
ko.po,
ko.'po,
ko.ta,
ko.'ta,
ko.ti,
ko.'ti,
ko.tu,
ko.'tu,
ko.te,
ko.'te,
ko.to,
ko.'to,
ko.ka,1
ko.'ka,
ko.ki,
ko.'ki,
ko.ku,
ko.'ku,
ko.ke,
ko.'ke,
ko.ko,1
ko.'ko,
ko.ba,
ko.'ba,
ko.bi,
ko.'bi,
ko.bu,
ko.'bu,
ko.be,
ko.'be,
ko.bo,
ko.'bo,
ko.da,1
ko.'da,
ko.di,
ko.'di,
ko.du,
ko.'du,
ko.de,
ko.'de,
ko.do,1
ko.'do,
ko.ga,
ko.'ga,
ko.gi, 
ko.'gi,
ko.gu,
ko.'gu,
ko.ge,
ko.'ge,
ko.go,
ko.'go,
ko.fa,
ko.'fa,
ko.fi,
ko.'fi,
ko.fu,
ko.'fu,
ko.fe,
ko.'fe,
ko.fo,
ko.'fo,
ko.sa,1
ko.'sa,
ko.si,
ko.'si,1
ko.su,
ko.'su,
ko.se,1
ko.'se,1
ko.so,1
ko.'so,1
ko.xa,
ko.'xa,
ko.xi,
ko.'xi,1
ko.xu,
ko.'xu,
ko.xe,1
ko.'xe,1
ko.xo,1
ko.'xo,1
ko.ma,1
ko.'ma,
ko.mi,
ko.'mi,1
ko.mu,
ko.'mu,
ko.me,1
ko.'me,1
ko.mo,1
ko.'mo,1
ko.na,
ko.'na,
ko.ni,
ko.'ni,
ko.nu,
ko.'nu,
ko.ne,
ko.'ne,
ko.no,1
ko.'no,
ko.ɲa,
ko.'ɲa,
ko.ɲi,
ko.'ɲi,
ko.ɲu,
ko.'ɲu,
ko.ɲe,
ko.'ɲe,
ko.ɲo,1
ko.'ɲo,
ko.ra,1
ko.'ra,
ko.ri,
ko.'ri,1
ko.ru,
ko.'ru,
ko.re,1
ko.'re,
ko.ro,1
ko.'ro,
ko.ʧa,
ko.'ʧa,
ko.ʧi,
ko.'ʧi,
ko.ʧu,
ko.'ʧu,
ko.ʧe,1
ko.'ʧe,
ko.ʧo,
ko.'ʧo,
ko.ʝa,1
ko.'ʝa,
ko.ʝi,
ko.'ʝi,1
ko.ʝu,
ko.'ʝu,
ko.ʝe,1
ko.'ʝe,1
ko.ʝo,1
ko.'ʝo,
ko.wa,
ko.'wa,
ko.wi,
ko.'wi,
ko.wu,
ko.'wu,
ko.we,
ko.'we,
ko.wo,
ko.'wo,
ko.la,1
ko.'la,
ko.li,
ko.'li,
ko.lu,
ko.'lu,
ko.le,1
ko.'le,1
ko.lo,1
ko.'lo,1
ko.ɾa,
ko.'ɾa,
ko.ɾi,
ko.'ɾi,
ko.ɾu,
ko.'ɾu,
ko.ɾe,
ko.'ɾe,
ko.ɾo,1
ko.'ɾo,
ba.pa,
ba.'pa,
ba.pi,
ba.'pi,
ba.pu,
ba.'pu,
ba.pe,
ba.'pe,
ba.po,
ba.'po,
ba.ta,1
ba.'ta,
ba.ti,
ba.'ti,1
ba.tu,
ba.'tu,
ba.te,1
ba.'te,1
ba.to,1
ba.'to,
ba.ka,1
ba.'ka,
ba.ki,
ba.'ki,
ba.ku,
ba.'ku,
ba.ke,
ba.'ke,
ba.ko,
ba.'ko,
ba.ba,1
ba.'ba,
ba.bi,
ba.'bi,
ba.bu,
ba.'bu,
ba.be,
ba.'be,
ba.bo,
ba.'bo,
ba.da,
ba.'da,
ba.di,
ba.'di,
ba.du,
ba.'du,
ba.de,
ba.'de,
ba.do,
ba.'do,
ba.ga,1
ba.'ga,
ba.gi,
ba.'gi,
ba.gu,
ba.'gu,
ba.ge,
ba.'ge,
ba.go,
ba.'go,
ba.fa,
ba.'fa,
ba.fi,
ba.'fi,
ba.fu,
ba.'fu,
ba.fe,
ba.'fe,
ba.fo,
ba.'fo,
ba.sa,1
ba.'sa,
ba.si,
ba.'si,
ba.su,
ba.'su,
ba.se,1
ba.'se,1
ba.so,1
ba.'so,1
ba.xa,1
ba.'xa,
ba.xi,
ba.'xi,
ba.xu,
ba.'xu,
ba.xe,1
ba.'xe,1
ba.xo,1
ba.'xo,1
ba.ma,
ba.'ma,
ba.mi,
ba.'mi,
ba.mu,
ba.'mu,
ba.me,
ba.'me,
ba.mo,
ba.'mo,
ba.na,
ba.'na,
ba.ni,
ba.'ni,
ba.nu,
ba.'nu,
ba.ne,
ba.'ne,
ba.no,1
ba.'no,
ba.ɲa,1
ba.'ɲa,
ba.ɲi,
ba.'ɲi,
ba.ɲu,
ba.'ɲu,
ba.ɲe,1
ba.'ɲe,1
ba.ɲo,1
ba.'ɲo,1
ba.ra,1
ba.'ra,
ba.ri,
ba.'ri,1
ba.ru,
ba.'ru,
ba.re,
ba.'re,
ba.ro,1
ba.'ro,
ba.ʧa,
ba.'ʧa,
ba.ʧi,
ba.'ʧi,
ba.ʧu,
ba.'ʧu,
ba.ʧe,
ba.'ʧe,
ba.ʧo,
ba.'ʧo,
ba.ʝa,1
ba.'ʝa,
ba.ʝi,
ba.'ʝi,
ba.ʝu,
ba.'ʝu,
ba.ʝe,
ba.'ʝe,
ba.ʝo,
ba.'ʝo,
ba.wa,
ba.'wa,
ba.wi,
ba.'wi,
ba.wu,
ba.'wu,
ba.we,
ba.'we,
ba.wo,
ba.'wo,
ba.la,1
ba.'la,
ba.li,
ba.'li,
ba.lu,
ba.'lu,
ba.le,1
ba.'le,
ba.lo,
ba.'lo,
ba.ɾa,
ba.'ɾa,
ba.ɾi,
ba.'ɾi,
ba.ɾu,
ba.'ɾu,
ba.ɾe,
ba.'ɾe,
ba.ɾo,
ba.'ɾo,
bi.pa,
bi.'pa,
bi.pi,
bi.'pi,
bi.pu,
bi.'pu,
bi.pe,
bi.'pe,
bi.po,
bi.'po,
bi.ta,
bi.'ta,
bi.ti,
bi.'ti,
bi.tu,
bi.'tu,
bi.te,
bi.'te,
bi.to,
bi.'to,
bi.ka,
bi.'ka,
bi.ki,
bi.'ki,
bi.ku,
bi.'ku,
bi.ke,
bi.'ke,
bi.ko,
bi.'ko,
bi.ba,
bi.'ba,
bi.bi,
bi.'bi,
bi.bu,
bi.'bu,
bi.be,
bi.'be,
bi.bo,
bi.'bo,
bi.da,1
bi.'da,
bi.di,
bi.'di,
bi.du,
bi.'du,
bi.de,
bi.'de,
bi.do,
bi.'do,
bi.ga,1
bi.'ga,
bi.gi,
bi.'gi,
bi.gu,
bi.'gu,
bi.ge,
bi.'ge,
bi.go,
bi.'go,
bi.fa,
bi.'fa,
bi.fi,
bi.'fi,
bi.fu,
bi.'fu,
bi.fe,
bi.'fe,
bi.fo,
bi.'fo,
bi.sa,1
bi.'sa,
bi.si,
bi.'si,
bi.su,
bi.'su,
bi.se,
bi.'se,
bi.so,
bi.'so,
bi.xa,
bi.'xa,
bi.xi,
bi.'xi,
bi.xu,
bi.'xu,
bi.xe,
bi.'xe,
bi.xo,
bi.'xo,
bi.ma,
bi.'ma,
bi.mi,
bi.'mi,
bi.mu,
bi.'mu,
bi.me,
bi.'me,
bi.mo,
bi.'mo,
bi.na,1
bi.'na,
bi.ni,
bi.'ni,
bi.nu,
bi.'nu,
bi.ne,1
bi.'ne,
bi.no,1
bi.'no,1
bi.ɲa,
bi.'ɲa,
bi.ɲi,
bi.'ɲi,
bi.ɲu,
bi.'ɲu,
bi.ɲe,
bi.'ɲe,
bi.ɲo,
bi.'ɲo,
bi.ra,1
bi.'ra,
bi.ri,
bi.'ri,
bi.ru,
bi.'ru,
bi.re,
bi.'re,
bi.ro,
bi.'ro,
bi.ʧa,1
bi.'ʧa,
bi.ʧi,
bi.'ʧi,
bi.ʧu,
bi.'ʧu,
bi.ʧe,
bi.'ʧe,
bi.ʧo,1
bi.'ʧo,
bi.ʝa,
bi.'ʝa,
bi.ʝi,
bi.'ʝi,
bi.ʝu,
bi.'ʝu,
bi.ʝe,
bi.'ʝe,
bi.ʝo,
bi.'ʝo,
bi.wa,
bi.'wa,
bi.wi,
bi.'wi,
bi.wu,
bi.'wu,
bi.we,
bi.'we,
bi.wo,
bi.'wo,
bi.la,1
bi.'la,
bi.li,
bi.'li,
bi.lu,
bi.'lu,
bi.le,
bi.'le,
bi.lo,
bi.'lo,
bi.ɾa,
bi.'ɾa,
bi.ɾi,
bi.'ɾi,
bi.ɾu,
bi.'ɾu,
bi.ɾe,
bi.'ɾe,
bi.ɾo,
bi.'ɾo,
bu.pa,
bu.'pa,
bu.pi,
bu.'pi,
bu.pu,
bu.'pu,
bu.pe,
bu.'pe,
bu.po,
bu.'po,
bu.ta,
bu.'ta,
bu.ti,
bu.'ti,
bu.tu,
bu.'tu,
bu.te,
bu.'te,
bu.to,
bu.'to,
bu.ka,
bu.'ka,
bu.ki,
bu.'ki,
bu.ku,
bu.'ku,
bu.ke,
bu.'ke,
bu.ko,
bu.'ko,
bu.ba,
bu.'ba,
bu.bi,
bu.'bi,
bu.bu,
bu.'bu,
bu.be,
bu.'be,
bu.bo,
bu.'bo,
bu.da,1
bu.'da,
bu.di,
bu.'di,
bu.du,
bu.'du,1
bu.de,
bu.'de,
bu.do,
bu.'do,
bu.ga,
bu.'ga,
bu.gi,
bu.'gi,
bu.gu,
bu.'gu,
bu.ge,
bu.'ge,
bu.go,
bu.'go,
bu.fa,1
bu.'fa,
bu.fi,
bu.'fi,
bu.fu,
bu.'fu,
bu.fe,1
bu.'fe,1
bu.fo,1
bu.'fo,1
bu.sa,
bu.'sa,
bu.si,
bu.'si,
bu.su,
bu.'su,
bu.se,
bu.'se,
bu.so,
bu.'so,
bu.xa,
bu.'xa,
bu.xi,
bu.'xi,
bu.xu,
bu.'xu,
bu.xe,
bu.'xe,
bu.xo,
bu.'xo,
bu.ma,
bu.'ma,
bu.mi,
bu.'mi,
bu.mu,
bu.'mu,
bu.me,
bu.'me,
bu.mo,
bu.'mo,
bu.na,
bu.'na,
bu.ni,
bu.'ni,
bu.nu,
bu.'nu,
bu.ne,
bu.'ne,
bu.no,
bu.'no,
bu.ɲa,
bu.'ɲa,
bu.ɲi,
bu.'ɲi,
bu.ɲu,
bu.'ɲu,
bu.ɲe,
bu.'ɲe,
bu.ɲo,
bu.'ɲo,
bu.ra,1
bu.'ra,
bu.ri,
bu.'ri,
bu.ru,
bu.'ru,
bu.re,
bu.'re,
bu.ro,1
bu.'ro,
bu.ʧa,
bu.'ʧa,
bu.ʧi,
bu.'ʧi,
bu.ʧu,
bu.'ʧu,
bu.ʧe,
bu.'ʧe,
bu.ʧo,
bu.'ʧo,
bu.ʝa,
bu.'ʝa,
bu.ʝi,
bu.'ʝi,
bu.ʝu,
bu.'ʝu,
bu.ʝe,
bu.'ʝe,
bu.ʝo,
bu.'ʝo,
bu.wa,
bu.'wa,
bu.wi,
bu.'wi,
bu.wu,
bu.'wu,
bu.we,
bu.'we,
bu.wo,
bu.'wo,
bu.la,
bu.'la,
bu.li,
bu.'li,
bu.lu,
bu.'lu,
bu.le,
bu.'le,
bu.lo,
bu.'lo,
bu.ɾa,
bu.'ɾa,
bu.ɾi,
bu.'ɾi,
bu.ɾu,
bu.'ɾu,
bu.ɾe,
bu.'ɾe,
bu.ɾo,
bu.'ɾo,
be.pa,
be.'pa,
be.pi,
be.'pi,
be.pu,
be.'pu,
be.pe,
be.'pe,
be.po,
be.'po,
be.ta,
be.'ta,
be.ti,
be.'ti,
be.tu,
be.'tu,
be.te,1
be.'te,
be.to,1
be.'to,1
be.ka,
be.'ka,
be.ki,
be.'ki,
be.ku,
be.'ku,
be.ke,
be.'ke,
be.ko,
be.'ko,
be.ba,1
be.'ba,
be.bi,
be.'bi,1
be.bu,
be.'bu,
be.be,1
be.'be,1
be.bo,1
be.'bo,1
be.da,
be.'da,
be.di,
be.'di,
be.du,
be.'du,
be.de,
be.'de,
be.do,
be.'do,
be.ga,1
be.'ga,
be.gi,
be.'gi,
be.gu,
be.'gu,
be.ge,
be.'ge,
be.go,
be.'go,
be.fa,
be.'fa,
be.fi,
be.'fi,
be.fu,
be.'fu,
be.fe,
be.'fe,
be.fo,
be.'fo,
be.sa,1
be.'sa,
be.si,
be.'si,
be.su,
be.'su,
be.se,1
be.'se,1
be.so,1
be.'so,1
be.xa,
be.'xa,
be.xi,
be.'xi,
be.xu,
be.'xu,
be.xe,
be.'xe,
be.xo,
be.'xo,
be.ma,
be.'ma,
be.mi,
be.'mi,
be.mu,
be.'mu,
be.me,
be.'me,
be.mo,
be.'mo,
be.na,1
be.'na,
be.ni,
be.'ni,1
be.nu,
be.'nu,
be.ne,
be.'ne,
be.no,
be.'no,
be.ɲa,
be.'ɲa,
be.ɲi,
be.'ɲi,
be.ɲu,
be.'ɲu,
be.ɲe,
be.'ɲe,
be.ɲo,
be.'ɲo,
be.ra,
be.'ra,
be.ri,
be.'ri,
be.ru,
be.'ru,
be.re,
be.'re,
be.ro,
be.'ro,
be.ʧa,
be.'ʧa,
be.ʧi,
be.'ʧi,
be.ʧu,
be.'ʧu,
be.ʧe,
be.'ʧe,
be.ʧo,
be.'ʧo,
be.ʝa,1
be.'ʝa,
be.ʝi,
be.'ʝi,
be.ʝu,
be.'ʝu,
be.ʝe,1
be.'ʝe,1
be.ʝo,1
be.'ʝo,1
be.wa,
be.'wa,
be.wi,
be.'wi,
be.wu,
be.'wu,
be.we,
be.'we,
be.wo,
be.'wo,
be.la,1
be.'la,
be.li,
be.'li,
be.lu,
be.'lu,
be.le,
be.'le,
be.lo,
be.'lo,
be.ɾa,
be.'ɾa,1
be.ɾi,
be.'ɾi,
be.ɾu,
be.'ɾu,
be.ɾe,
be.'ɾe,1
be.ɾo,
be.'ɾo,
bo.pa,
bo.'pa,
bo.pi,
bo.'pi,
bo.pu,
bo.'pu,
bo.pe,
bo.'pe,
bo.po,
bo.'po,
bo.ta,1
bo.'ta,
bo.ti,
bo.'ti,
bo.tu,
bo.'tu,
bo.te,1
bo.'te,1
bo.to,1
bo.'to,1
bo.ka,1
bo.'ka,
bo.ki,
bo.'ki,
bo.ku,
bo.'ku,
bo.ke,
bo.'ke,
bo.ko,
bo.'ko,
bo.ba,1
bo.'ba,
bo.bi,
bo.'bi,
bo.bu,
bo.'bu,
bo.be,
bo.'be,
bo.bo,1
bo.'bo,
bo.da,1
bo.'da,
bo.di,
bo.'di,
bo.du,
bo.'du,
bo.de,
bo.'de,
bo.do,
bo.'do,
bo.ga,
bo.'ga,
bo.gi,
bo.'gi,
bo.gu,
bo.'gu,
bo.ge,
bo.'ge,
bo.go,
bo.'go,
bo.fa,
bo.'fa,
bo.fi,
bo.'fi,
bo.fu,
bo.'fu,
bo.fe,
bo.'fe,
bo.fo,
bo.'fo,
bo.sa,1
bo.'sa,
bo.si,
bo.'si,
bo.su,
bo.'su,
bo.se,
bo.'se,
bo.so,
bo.'so,
bo.xa,
bo.'xa,
bo.xi,
bo.'xi,
bo.xu,
bo.'xu,
bo.xe,
bo.'xe,
bo.xo,
bo.'xo,
bo.ma,
bo.'ma,
bo.mi,
bo.'mi,
bo.mu,
bo.'mu,
bo.me,
bo.'me,
bo.mo,
bo.'mo,
bo.na,
bo.'na,
bo.ni,
bo.'ni,
bo.nu,
bo.'nu,
bo.ne,
bo.'ne,
bo.no,
bo.'no,
bo.ɲa,
bo.'ɲa,
bo.ɲi,
bo.'ɲi,
bo.ɲu,
bo.'ɲu,
bo.ɲe,
bo.'ɲe,
bo.ɲo,
bo.'ɲo,
bo.ra,1
bo.'ra,
bo.ri,
bo.'ri,
bo.ru,
bo.'ru,
bo.re,1
bo.'re,1
bo.ro,1
bo.'ro,1
bo.ʧa,
bo.'ʧa,
bo.ʧi,
bo.'ʧi,
bo.ʧu,
bo.'ʧu,
bo.ʧe,
bo.'ʧe,
bo.ʧo,
bo.'ʧo,
bo.ʝa,1
bo.'ʝa,
bo.ʝi,
bo.'ʝi,
bo.ʝu,
bo.'ʝu,
bo.ʝe,
bo.'ʝe,
bo.ʝo,
bo.'ʝo,
bo.wa,
bo.'wa,
bo.wi,
bo.'wi,
bo.wu,
bo.'wu,
bo.we,
bo.'we,
bo.wo,
bo.'wo,
bo.la,1
bo.'la,
bo.li,1
bo.'li,
bo.lu,
bo.'lu,
bo.le,
bo.'le,
bo.lo,1
bo.'lo,
bo.ɾa,
bo.'ɾa,
bo.ɾi,
bo.'ɾi,
bo.ɾu,
bo.'ɾu,
bo.ɾe,
bo.'ɾe,
bo.ɾo,
bo.'ɾo,
da.pa,
da.'pa,
da.pi,
da.'pi,
da.pu,
da.'pu,
da.pe,
da.'pe,
da.po,
da.'po,
da.ta,1
da.'ta,
da.ti,
da.'ti,
da.tu,
da.'tu,
da.te,1
da.'te,
da.to,1
da.'to,
da.ka,
da.'ka,
da.ki,
da.'ki,
da.ku,
da.'ku,
da.ke,
da.'ke,
da.ko,
da.'ko,
da.ba,1
da.'ba,
da.bi,
da.'bi,
da.bu,
da.'bu,
da.be,
da.'be,
da.bo,
da.'bo,
da.da,
da.'da,
da.di,
da.'di,
da.du,
da.'du,
da.de,
da.'de,
da.do,1
da.'do,
da.ga,1
da.'ga,
da.gi,
da.'gi,
da.gu,
da.'gu,
da.ge,
da.'ge,
da.go,
da.'go,
da.fa,
da.'fa,
da.fi,
da.'fi,
da.fu,
da.'fu,
da.fe,
da.'fe,
da.fo,
da.'fo,
da.sa,
da.'sa,
da.si,
da.'si,
da.su,
da.'su,
da.se,1
da.'se,
da.so,
da.'so,
da.xa,
da.'xa,
da.xi,
da.'xi,
da.xu,
da.'xu,
da.xe,
da.'xe,
da.xo,
da.'xo,
